segment_id,timestamp,current_speed,free_flow_speed,travel_time,confidence,congestion_level,highway_type,length_km
1235946200_1235946208,2025-09-10T11:45:00,24.7,40,33,0.94,0.2,tertiary,0.229
1235946207_5246332238,2025-09-10T11:45:00,38.0,50,23,0.8,0.2,secondary,0.243
1235946208_36240962,2025-09-10T11:45:00,30.4,40,11211,0.86,0.2,tertiary,94.629
1235946208_1235946200,2025-09-10T11:45:00,28.1,40,29,0.83,0.2,tertiary,0.229
1289576526_168577454,2025-09-10T11:45:00,28.3,50,27,0.87,0.2,secondary,0.209
1472121865_31700878,2025-09-10T11:45:00,42.9,60,12,0.94,0.2,primary,0.138
1472131511_3684154039,2025-09-10T11:45:00,39.6,60,20,0.93,0.2,primary,0.225
1472142462_1472121865,2025-09-10T11:45:00,38.1,60,50,0.86,0.2,primary,0.531
1480437223_5246332227,2025-09-10T11:45:00,39.0,50,4589,0.82,0.2,secondary,49.712
1598717904_168574117,2025-09-10T11:45:00,49.3,60,35,0.71,0.2,primary,0.483
1598717989_4742766612,2025-09-10T11:45:00,25.4,40,21,0.8,0.2,tertiary,0.15
1598717989_1235946200,2025-09-10T11:45:00,23.9,40,9965,0.84,0.2,tertiary,66.243
1598718049_2339926122,2025-09-10T11:45:00,37.4,50,5771,0.89,0.2,secondary,59.939
1652204774_6959043879,2025-09-10T11:45:00,46.5,60,8,0.82,0.2,primary,0.106
2339926111_2339926113,2025-09-10T11:45:00,37.3,50,7164,0.86,0.2,secondary,74.278
2339926113_31674708,2025-09-10T11:45:00,39.4,50,1001,0.89,0.2,secondary,10.95
2339926113_95636908,2025-09-10T11:45:00,38.7,60,22,0.81,0.2,primary,0.232
2339926116_2339926111,2025-09-10T11:45:00,33.6,50,23,0.82,0.2,secondary,0.211
2339926118_2339926116,2025-09-10T11:45:00,34.9,50,31,0.86,0.2,secondary,0.302
2339926122_35723968,2025-09-10T11:45:00,38.6,50,13,0.85,0.2,secondary,0.137
2339926123_2389029051,2025-09-10T11:45:00,36.1,50,14,0.86,0.2,secondary,0.142
2339926125_2339926123,2025-09-10T11:45:00,34.1,50,22,0.8,0.2,secondary,0.207
2389029051_2339926118,2025-09-10T11:45:00,29.7,50,30,0.82,0.2,secondary,0.249
4019886799_4707949582,2025-09-10T11:45:00,47.5,60,36,0.81,0.2,primary,0.482
4707949582_95637019,2025-09-10T11:45:00,44.3,60,54,0.87,0.2,primary,0.665
4708819230_95636982,2025-09-10T11:45:00,47.7,60,6305,0.8,0.2,primary,83.579
4742766612_36240960,2025-09-10T11:45:00,30.1,40,10726,0.91,0.2,tertiary,89.646
4742766612_1598717989,2025-09-10T11:45:00,24.3,40,22,0.81,0.2,tertiary,0.15
5109667999_31674707,2025-09-10T11:45:00,50.8,60,1236,0.84,0.2,primary,17.425
5109668001_95636900,2025-09-10T11:45:00,35.3,60,21,0.78,0.2,primary,0.208
5246332227_2339926125,2025-09-10T11:45:00,35.1,50,15,0.79,0.2,secondary,0.146
5246332238_35723960,2025-09-10T11:45:00,34.5,50,6325,0.85,0.2,secondary,60.637
5588108884_31674715,2025-09-10T11:45:00,41.3,50,15,0.84,0.2,secondary,0.174
5588108893_1652204774,2025-09-10T11:45:00,50.2,60,10,0.92,0.2,primary,0.142
5622523770_5196725569,2025-09-10T11:45:00,51.9,60,26,0.86,0.2,primary,0.369
5902583245_95636900,2025-09-10T11:45:00,28.9,50,1371,0.87,0.2,secondary,11.017
5902583245_5109667999,2025-09-10T11:45:00,50.1,60,15,0.85,0.2,primary,0.211
6959043879_36240972,2025-09-10T11:45:00,45.3,60,10,0.89,0.2,primary,0.131
31674707_31700906,2025-09-10T12:00:00,47.9,60,45,0.9,0.2,primary,0.605
31674708_5902583245,2025-09-10T12:00:00,46.9,60,696,0.73,0.2,primary,9.062
31674711_36240967,2025-09-10T12:00:00,43.1,60,21,0.91,0.2,primary,0.25
31674712_168577454,2025-09-10T12:00:00,41.7,60,823,0.84,0.2,primary,9.537
31674712_5588108884,2025-09-10T12:00:00,32.2,50,23,0.94,0.2,secondary,0.208
31700878_5109668001,2025-09-10T12:00:00,45.0,60,48,0.81,0.2,primary,0.606
31700906_1472131511,2025-09-10T12:00:00,46.0,60,10,0.82,0.2,primary,0.123
35723955_1235946207,2025-09-10T12:00:00,38.2,50,20,0.88,0.2,secondary,0.208
35723960_35723963,2025-09-10T12:00:00,38.9,50,23,0.87,0.2,secondary,0.25
35723963_35723964,2025-09-10T12:00:00,39.6,50,13,0.8,0.2,secondary,0.142
35723964_1598718049,2025-09-10T12:00:00,29.8,50,25,0.83,0.2,secondary,0.208
36240960_4742766612,2025-09-10T12:00:00,23.1,40,13989,0.78,0.2,tertiary,89.646
36240962_1235946208,2025-09-10T12:00:00,24.6,40,13837,0.8,0.2,tertiary,94.629
36240962_95636908,2025-09-10T12:00:00,21.0,40,32,0.88,0.2,tertiary,0.19
36240966_31674711,2025-09-10T12:00:00,43.1,60,6926,0.84,0.2,primary,82.851
36240967_95636908,2025-09-10T12:00:00,29.8,40,1100,0.81,0.2,tertiary,9.105
36240967_31674708,2025-09-10T12:00:00,44.2,60,19,0.87,0.2,primary,0.232
36240972_4019886799,2025-09-10T12:00:00,36.6,60,1090,0.73,0.2,primary,11.067
95636900_35723955,2025-09-10T12:00:00,37.2,50,7168,0.87,0.2,secondary,74.165
95636900_2339926113,2025-09-10T12:00:00,54.7,60,595,0.86,0.2,primary,9.04
95636908_36240967,2025-09-10T12:00:00,29.6,40,1107,0.84,0.2,tertiary,9.105
95636908_36240962,2025-09-10T12:00:00,28.2,40,24,0.93,0.2,tertiary,0.19
95636908_4708819230,2025-09-10T12:00:00,35.7,60,25,0.87,0.2,primary,0.249
95636982_168581819,2025-09-10T12:00:00,55.0,60,10,0.86,0.2,primary,0.151
95637019_31674712,2025-09-10T12:00:00,52.8,60,690,0.82,0.2,primary,10.122
168574117_5622523770,2025-09-10T12:00:00,45.2,60,850,0.85,0.2,primary,10.677
168577454_168581819,2025-09-10T12:00:00,35.3,60,1032,0.79,0.2,primary,10.122
168577454_36240966,2025-09-10T12:00:00,34.3,60,16,0.89,0.2,primary,0.151
168581819_95637019,2025-09-10T12:00:00,49.3,60,692,0.87,0.2,primary,9.481
168581819_1598717904,2025-09-10T12:00:00,41.7,60,57,0.84,0.2,primary,0.665
168585503_1289576526,2025-09-10T12:00:00,40.3,50,15,0.85,0.2,secondary,0.166
1235946200_1598717989,2025-09-10T12:00:00,23.4,40,10195,0.84,0.2,tertiary,66.243
1235946200_1235946208,2025-09-10T12:00:00,24.8,40,33,0.83,0.2,tertiary,0.229
1235946207_5246332238,2025-09-10T12:00:00,33.6,50,26,0.79,0.2,secondary,0.243
1235946208_36240962,2025-09-10T12:00:00,24.4,40,13988,0.88,0.2,tertiary,94.629
1235946208_1235946200,2025-09-10T12:00:00,27.1,40,30,0.83,0.2,tertiary,0.229
1289576526_168577454,2025-09-10T12:00:00,39.2,50,19,0.82,0.2,secondary,0.209
1472121865_31700878,2025-09-10T12:00:00,44.5,60,11,0.92,0.2,primary,0.138
1472131511_3684154039,2025-09-10T12:00:00,52.3,60,16,0.93,0.2,primary,0.225
1472142462_1472121865,2025-09-10T12:00:00,44.1,60,43,0.91,0.2,primary,0.531
1480437223_5246332227,2025-09-10T12:00:00,32.6,50,5492,0.8,0.2,secondary,49.712
1598717904_168574117,2025-09-10T12:00:00,29.5,60,59,0.93,0.2,primary,0.483
1598717989_4742766612,2025-09-10T12:00:00,25.0,40,22,0.84,0.2,tertiary,0.15
1598717989_1235946200,2025-09-10T12:00:00,24.9,40,9589,0.88,0.2,tertiary,66.243
1598718049_2339926122,2025-09-10T12:00:00,34.6,50,6228,0.78,0.2,secondary,59.939
1652204774_6959043879,2025-09-10T12:00:00,47.4,60,8,0.78,0.2,primary,0.106
2339926111_2339926113,2025-09-10T12:00:00,28.0,50,9537,0.74,0.2,secondary,74.278
2339926113_31674708,2025-09-10T12:00:00,30.9,50,1277,0.86,0.2,secondary,10.95
2339926113_95636908,2025-09-10T12:00:00,36.4,60,23,0.78,0.2,primary,0.232
2339926116_2339926111,2025-09-10T12:00:00,36.0,50,21,0.82,0.2,secondary,0.211
2339926118_2339926116,2025-09-10T12:00:00,43.2,50,25,0.94,0.2,secondary,0.302
2339926122_35723968,2025-09-10T12:00:00,27.9,50,18,0.88,0.2,secondary,0.137
2339926123_2389029051,2025-09-10T12:00:00,32.9,50,16,0.82,0.2,secondary,0.142
2339926125_2339926123,2025-09-10T12:00:00,30.6,50,24,0.85,0.2,secondary,0.207
2389029051_2339926118,2025-09-10T12:00:00,35.4,50,25,0.83,0.2,secondary,0.249
4019886799_4707949582,2025-09-10T12:00:00,40.3,60,43,0.81,0.2,primary,0.482
4707949582_95637019,2025-09-10T12:00:00,40.1,60,60,0.86,0.2,primary,0.665
4708819230_95636982,2025-09-10T12:00:00,47.1,60,6387,0.79,0.2,primary,83.579
4742766612_36240960,2025-09-10T12:00:00,29.9,40,10794,0.76,0.2,tertiary,89.646
4742766612_1598717989,2025-09-10T12:00:00,25.8,40,21,0.84,0.2,tertiary,0.15
5109667999_31674707,2025-09-10T12:00:00,42.5,60,1477,0.82,0.2,primary,17.425
5109668001_95636900,2025-09-10T12:00:00,45.8,60,16,0.81,0.2,primary,0.208
5246332227_2339926125,2025-09-10T12:00:00,44.8,50,12,0.87,0.2,secondary,0.146
5246332238_35723960,2025-09-10T12:00:00,30.9,50,7069,0.87,0.2,secondary,60.637
5588108884_31674715,2025-09-10T12:00:00,45.1,50,14,0.8,0.2,secondary,0.174
5588108893_1652204774,2025-09-10T12:00:00,40.3,60,13,0.81,0.2,primary,0.142
5622523770_5196725569,2025-09-10T12:00:00,45.5,60,29,0.76,0.2,primary,0.369
5902583245_95636900,2025-09-10T12:00:00,36.1,50,1099,0.93,0.2,secondary,11.017
5902583245_5109667999,2025-09-10T12:00:00,39.1,60,19,0.84,0.2,primary,0.211
6959043879_36240972,2025-09-10T12:00:00,42.6,60,11,0.89,0.2,primary,0.131
31674707_31700906,2025-09-10T12:15:00,35.4,60,62,0.94,0.2,primary,0.605
31674708_5902583245,2025-09-10T12:15:00,54.1,60,603,0.86,0.2,primary,9.062
31674711_36240967,2025-09-10T12:15:00,45.3,60,20,0.9,0.2,primary,0.25
31674712_168577454,2025-09-10T12:15:00,50.3,60,682,0.81,0.2,primary,9.537
31674712_5588108884,2025-09-10T12:15:00,34.1,50,22,0.78,0.2,secondary,0.208
31700878_5109668001,2025-09-10T12:15:00,47.2,60,46,0.88,0.2,primary,0.606
31700906_1472131511,2025-09-10T12:15:00,39.2,60,11,0.83,0.2,primary,0.123
35723955_1235946207,2025-09-10T12:15:00,31.1,50,24,0.81,0.2,secondary,0.208
35723960_35723963,2025-09-10T12:15:00,32.3,50,28,0.81,0.2,secondary,0.25
35723963_35723964,2025-09-10T12:15:00,34.9,50,15,0.77,0.2,secondary,0.142
35723964_1598718049,2025-09-10T12:15:00,36.7,50,20,0.85,0.2,secondary,0.208
36240960_4742766612,2025-09-10T12:15:00,25.4,40,12723,0.84,0.2,tertiary,89.646
36240962_1235946208,2025-09-10T12:15:00,27.9,40,12231,0.81,0.2,tertiary,94.629
36240962_95636908,2025-09-10T12:15:00,23.3,40,29,0.94,0.2,tertiary,0.19
36240966_31674711,2025-09-10T12:15:00,42.5,60,7020,0.85,0.2,primary,82.851
36240967_95636908,2025-09-10T12:15:00,30.1,40,1088,0.95,0.2,tertiary,9.105
36240967_31674708,2025-09-10T12:15:00,39.7,60,21,0.87,0.2,primary,0.232
36240972_4019886799,2025-09-10T12:15:00,42.2,60,945,0.82,0.2,primary,11.067
95636900_35723955,2025-09-10T12:15:00,33.4,50,7992,0.79,0.2,secondary,74.165
95636900_2339926113,2025-09-10T12:15:00,38.4,60,848,0.78,0.2,primary,9.04
95636908_36240967,2025-09-10T12:15:00,30.0,40,1094,0.85,0.2,tertiary,9.105
95636908_36240962,2025-09-10T12:15:00,24.2,40,28,0.83,0.2,tertiary,0.19
95636908_4708819230,2025-09-10T12:15:00,43.7,60,21,0.86,0.2,primary,0.249
95636982_168581819,2025-09-10T12:15:00,40.1,60,14,0.83,0.2,primary,0.151
95637019_31674712,2025-09-10T12:15:00,41.5,60,879,0.81,0.2,primary,10.122
168574117_5622523770,2025-09-10T12:15:00,35.8,60,1074,0.92,0.2,primary,10.677
168577454_168581819,2025-09-10T12:15:00,42.2,60,863,0.91,0.2,primary,10.122
168577454_36240966,2025-09-10T12:15:00,50.2,60,11,0.79,0.2,primary,0.151
168581819_95637019,2025-09-10T12:15:00,40.4,60,844,0.95,0.2,primary,9.481
168581819_1598717904,2025-09-10T12:15:00,53.3,60,45,0.85,0.2,primary,0.665
168585503_1289576526,2025-09-10T12:15:00,36.9,50,16,0.82,0.2,secondary,0.166
1235946200_1598717989,2025-09-10T12:15:00,24.3,40,9829,0.81,0.2,tertiary,66.243
1235946200_1235946208,2025-09-10T12:15:00,21.8,40,38,0.78,0.2,tertiary,0.229
1235946207_5246332238,2025-09-10T12:15:00,36.1,50,24,0.79,0.2,secondary,0.243
1235946208_36240962,2025-09-10T12:15:00,27.2,40,12536,0.8,0.2,tertiary,94.629
1235946208_1235946200,2025-09-10T12:15:00,21.4,40,38,0.89,0.2,tertiary,0.229
1289576526_168577454,2025-09-10T12:15:00,36.9,50,20,0.85,0.2,secondary,0.209
1472121865_31700878,2025-09-10T12:15:00,41.9,60,12,0.87,0.2,primary,0.138
1472131511_3684154039,2025-09-10T12:15:00,51.9,60,16,0.83,0.2,primary,0.225
1472142462_1472121865,2025-09-10T12:15:00,36.9,60,52,0.78,0.2,primary,0.531
1480437223_5246332227,2025-09-10T12:15:00,34.5,50,5194,0.9,0.2,secondary,49.712
1598717904_168574117,2025-09-10T12:15:00,51.3,60,34,0.9,0.2,primary,0.483
1598717989_4742766612,2025-09-10T12:15:00,22.5,40,24,0.9,0.2,tertiary,0.15
1598717989_1235946200,2025-09-10T12:15:00,22.3,40,10680,0.89,0.2,tertiary,66.243
1598718049_2339926122,2025-09-10T12:15:00,34.7,50,6223,0.89,0.2,secondary,59.939
1652204774_6959043879,2025-09-10T12:15:00,39.3,60,10,0.91,0.2,primary,0.106
2339926111_2339926113,2025-09-10T12:15:00,30.7,50,8703,0.82,0.2,secondary,74.278
2339926113_31674708,2025-09-10T12:15:00,32.4,50,1216,0.76,0.2,secondary,10.95
2339926113_95636908,2025-09-10T12:15:00,45.8,60,18,0.94,0.2,primary,0.232
2339926116_2339926111,2025-09-10T12:15:00,45.6,50,17,0.85,0.2,secondary,0.211
2339926118_2339926116,2025-09-10T12:15:00,40.0,50,27,0.86,0.2,secondary,0.302
2339926122_35723968,2025-09-10T12:15:00,37.8,50,13,0.83,0.2,secondary,0.137
2339926123_2389029051,2025-09-10T12:15:00,31.2,50,16,0.88,0.2,secondary,0.142
2339926125_2339926123,2025-09-10T12:15:00,33.9,50,22,0.85,0.2,secondary,0.207
2389029051_2339926118,2025-09-10T12:15:00,35.8,50,25,0.89,0.2,secondary,0.249
4019886799_4707949582,2025-09-10T12:15:00,40.5,60,43,0.85,0.2,primary,0.482
4707949582_95637019,2025-09-10T12:15:00,54.0,60,44,0.91,0.2,primary,0.665
4708819230_95636982,2025-09-10T12:15:00,51.5,60,5845,0.85,0.2,primary,83.579
4742766612_36240960,2025-09-10T12:15:00,28.2,40,11429,0.9,0.2,tertiary,89.646
4742766612_1598717989,2025-09-10T12:15:00,31.6,40,17,0.75,0.2,tertiary,0.15
5109667999_31674707,2025-09-10T12:15:00,39.4,60,1592,0.92,0.2,primary,17.425
5109668001_95636900,2025-09-10T12:15:00,37.5,60,20,0.82,0.2,primary,0.208
5246332227_2339926125,2025-09-10T12:15:00,31.5,50,17,0.82,0.2,secondary,0.146
5246332238_35723960,2025-09-10T12:15:00,31.0,50,7053,0.95,0.2,secondary,60.637
5588108884_31674715,2025-09-10T12:15:00,35.9,50,17,0.85,0.2,secondary,0.174
5588108893_1652204774,2025-09-10T12:15:00,48.0,60,11,0.9,0.2,primary,0.142
5622523770_5196725569,2025-09-10T12:15:00,49.7,60,27,0.9,0.2,primary,0.369
5902583245_95636900,2025-09-10T12:15:00,28.7,50,1383,0.84,0.2,secondary,11.017
5902583245_5109667999,2025-09-10T12:15:00,48.8,60,16,0.82,0.2,primary,0.211
6959043879_36240972,2025-09-10T12:15:00,45.3,60,10,0.87,0.2,primary,0.131
31674707_31700906,2025-09-10T12:30:00,48.9,60,44,0.76,0.2,primary,0.605
31674708_5902583245,2025-09-10T12:30:00,41.3,60,790,0.84,0.2,primary,9.062
31674711_36240967,2025-09-10T12:30:00,48.6,60,19,0.89,0.2,primary,0.25
31674712_168577454,2025-09-10T12:30:00,52.7,60,652,0.92,0.2,primary,9.537
31674712_5588108884,2025-09-10T12:30:00,40.8,50,18,0.92,0.2,secondary,0.208
31700878_5109668001,2025-09-10T12:30:00,46.7,60,47,0.85,0.2,primary,0.606
31700906_1472131511,2025-09-10T12:30:00,49.3,60,9,0.89,0.2,primary,0.123
35723955_1235946207,2025-09-10T12:30:00,34.9,50,21,0.87,0.2,secondary,0.208
35723960_35723963,2025-09-10T12:30:00,35.9,50,25,0.81,0.2,secondary,0.25
35723963_35723964,2025-09-10T12:30:00,40.6,50,13,0.85,0.2,secondary,0.142
35723964_1598718049,2025-09-10T12:30:00,43.4,50,17,0.77,0.2,secondary,0.208
36240960_4742766612,2025-09-10T12:30:00,22.0,40,14695,0.85,0.2,tertiary,89.646
36240962_1235946208,2025-09-10T12:30:00,30.5,40,11180,0.87,0.2,tertiary,94.629
36240962_95636908,2025-09-10T12:30:00,28.2,40,24,0.79,0.2,tertiary,0.19
36240966_31674711,2025-09-10T12:30:00,34.1,60,8748,0.87,0.2,primary,82.851
36240967_95636908,2025-09-10T12:30:00,23.6,40,1387,0.82,0.2,tertiary,9.105
36240967_31674708,2025-09-10T12:30:00,47.6,60,17,0.8,0.2,primary,0.232
36240972_4019886799,2025-09-10T12:30:00,44.7,60,890,0.91,0.2,primary,11.067
95636900_35723955,2025-09-10T12:30:00,25.8,50,10352,0.8,0.2,secondary,74.165
95636900_2339926113,2025-09-10T12:30:00,35.0,60,930,0.81,0.2,primary,9.04
95636908_36240967,2025-09-10T12:30:00,29.5,40,1113,0.83,0.2,tertiary,9.105
95636908_36240962,2025-09-10T12:30:00,28.6,40,24,0.77,0.2,tertiary,0.19
95636908_4708819230,2025-09-10T12:30:00,49.0,60,18,0.82,0.2,primary,0.249
95636982_168581819,2025-09-10T12:30:00,45.4,60,12,0.85,0.2,primary,0.151
95637019_31674712,2025-09-10T12:30:00,39.6,60,920,0.79,0.2,primary,10.122
168574117_5622523770,2025-09-10T12:30:00,49.7,60,773,0.87,0.2,primary,10.677
168577454_168581819,2025-09-10T12:30:00,50.1,60,727,0.87,0.2,primary,10.122
168577454_36240966,2025-09-10T12:30:00,39.1,60,14,0.76,0.2,primary,0.151
168581819_95637019,2025-09-10T12:30:00,44.1,60,773,0.85,0.2,primary,9.481
168581819_1598717904,2025-09-10T12:30:00,54.2,60,44,0.88,0.2,primary,0.665
168585503_1289576526,2025-09-10T12:30:00,41.5,50,14,0.88,0.2,secondary,0.166
1235946200_1598717989,2025-09-10T12:30:00,25.4,40,9384,0.86,0.2,tertiary,66.243
1235946200_1235946208,2025-09-10T12:30:00,28.0,40,29,0.8,0.2,tertiary,0.229
1235946207_5246332238,2025-09-10T12:30:00,34.6,50,25,0.84,0.2,secondary,0.243
1235946208_36240962,2025-09-10T12:30:00,31.8,40,10729,0.75,0.2,tertiary,94.629
1235946208_1235946200,2025-09-10T12:30:00,26.1,40,32,0.8,0.2,tertiary,0.229
1289576526_168577454,2025-09-10T12:30:00,31.1,50,24,0.91,0.2,secondary,0.209
1472121865_31700878,2025-09-10T12:30:00,48.7,60,10,0.91,0.2,primary,0.138
1472131511_3684154039,2025-09-10T12:30:00,49.0,60,17,0.95,0.2,primary,0.225
1472142462_1472121865,2025-09-10T12:30:00,47.9,60,40,0.84,0.2,primary,0.531
1480437223_5246332227,2025-09-10T12:30:00,37.2,50,4806,0.91,0.2,secondary,49.712
1598717904_168574117,2025-09-10T12:30:00,41.8,60,42,0.82,0.2,primary,0.483
1598717989_4742766612,2025-09-10T12:30:00,26.5,40,20,0.74,0.2,tertiary,0.15
1598717989_1235946200,2025-09-10T12:30:00,27.7,40,8597,0.76,0.2,tertiary,66.243
1598718049_2339926122,2025-09-10T12:30:00,30.8,50,7014,0.89,0.2,secondary,59.939
1652204774_6959043879,2025-09-10T12:30:00,43.2,60,9,0.93,0.2,primary,0.106
2339926111_2339926113,2025-09-10T12:30:00,26.1,50,10233,0.91,0.2,secondary,74.278
2339926113_31674708,2025-09-10T12:30:00,38.4,50,1026,0.76,0.2,secondary,10.95
2339926113_95636908,2025-09-10T12:30:00,57.7,60,14,0.85,0.2,primary,0.232
2339926116_2339926111,2025-09-10T12:30:00,27.9,50,27,0.78,0.2,secondary,0.211
2339926118_2339926116,2025-09-10T12:30:00,35.2,50,31,0.84,0.2,secondary,0.302
2339926122_35723968,2025-09-10T12:30:00,36.4,50,14,0.84,0.2,secondary,0.137
2339926123_2389029051,2025-09-10T12:30:00,38.3,50,13,0.83,0.2,secondary,0.142
2339926125_2339926123,2025-09-10T12:30:00,29.0,50,26,0.84,0.2,secondary,0.207
2389029051_2339926118,2025-09-10T12:30:00,27.5,50,33,0.87,0.2,secondary,0.249
4019886799_4707949582,2025-09-10T12:30:00,40.9,60,42,0.86,0.2,primary,0.482
4707949582_95637019,2025-09-10T12:30:00,51.3,60,47,0.8,0.2,primary,0.665
4708819230_95636982,2025-09-10T12:30:00,42.6,60,7055,0.83,0.2,primary,83.579
4742766612_36240960,2025-09-10T12:30:00,32.2,40,10036,0.83,0.2,tertiary,89.646
4742766612_1598717989,2025-09-10T12:30:00,25.1,40,22,0.88,0.2,tertiary,0.15
5109667999_31674707,2025-09-10T12:30:00,43.4,60,1446,0.81,0.2,primary,17.425
5109668001_95636900,2025-09-10T12:30:00,43.2,60,17,0.85,0.2,primary,0.208
5246332227_2339926125,2025-09-10T12:30:00,40.8,50,13,0.75,0.2,secondary,0.146
5246332238_35723960,2025-09-10T12:30:00,36.1,50,6050,0.88,0.2,secondary,60.637
5588108884_31674715,2025-09-10T12:30:00,36.7,50,17,0.92,0.2,secondary,0.174
5588108893_1652204774,2025-09-10T12:30:00,45.0,60,11,0.84,0.2,primary,0.142
5622523770_5196725569,2025-09-10T12:30:00,40.8,60,33,0.85,0.2,primary,0.369
5902583245_95636900,2025-09-10T12:30:00,34.6,50,1146,0.88,0.2,secondary,11.017
5902583245_5109667999,2025-09-10T12:30:00,42.4,60,18,0.82,0.2,primary,0.211
6959043879_36240972,2025-09-10T12:30:00,36.5,60,13,0.92,0.2,primary,0.131
31674707_31700906,2025-09-10T12:45:00,30.7,60,71,0.87,0.2,primary,0.605
31674708_5902583245,2025-09-10T12:45:00,45.5,60,717,0.77,0.2,primary,9.062
31674711_36240967,2025-09-10T12:45:00,46.8,60,19,0.87,0.2,primary,0.25
31674712_168577454,2025-09-10T12:45:00,48.0,60,715,0.72,0.2,primary,9.537
31674712_5588108884,2025-09-10T12:45:00,40.9,50,18,0.81,0.2,secondary,0.208
31700878_5109668001,2025-09-10T12:45:00,48.5,60,45,0.89,0.2,primary,0.606
31700906_1472131511,2025-09-10T12:45:00,41.4,60,11,0.88,0.2,primary,0.123
35723955_1235946207,2025-09-10T12:45:00,34.6,50,22,0.75,0.2,secondary,0.208
35723960_35723963,2025-09-10T12:45:00,34.2,50,26,0.81,0.2,secondary,0.25
35723963_35723964,2025-09-10T12:45:00,32.9,50,16,0.83,0.2,secondary,0.142
35723964_1598718049,2025-09-10T12:45:00,37.0,50,20,0.85,0.2,secondary,0.208
36240960_4742766612,2025-09-10T12:45:00,28.9,40,11183,0.78,0.2,tertiary,89.646
36240962_1235946208,2025-09-10T12:45:00,25.3,40,13450,0.84,0.2,tertiary,94.629
36240962_95636908,2025-09-10T12:45:00,32.6,40,21,0.84,0.2,tertiary,0.19
36240966_31674711,2025-09-10T12:45:00,50.3,60,5932,0.85,0.2,primary,82.851
36240967_95636908,2025-09-10T12:45:00,26.0,40,1259,0.84,0.2,tertiary,9.105
36240967_31674708,2025-09-10T12:45:00,44.6,60,19,0.88,0.2,primary,0.232
36240972_4019886799,2025-09-10T12:45:00,51.6,60,772,0.87,0.2,primary,11.067
95636900_35723955,2025-09-10T12:45:00,40.3,50,6630,0.8,0.2,secondary,74.165
95636900_2339926113,2025-09-10T12:45:00,43.5,60,749,0.81,0.2,primary,9.04
95636908_36240967,2025-09-10T12:45:00,28.2,40,1161,0.83,0.2,tertiary,9.105
95636908_36240962,2025-09-10T12:45:00,25.0,40,27,0.8,0.2,tertiary,0.19
95636908_4708819230,2025-09-10T12:45:00,45.6,60,20,0.88,0.2,primary,0.249
95636982_168581819,2025-09-10T12:45:00,36.0,60,15,0.95,0.2,primary,0.151
95637019_31674712,2025-09-10T12:45:00,44.1,60,827,0.75,0.2,primary,10.122
168574117_5622523770,2025-09-10T12:45:00,46.1,60,834,0.85,0.2,primary,10.677
168577454_168581819,2025-09-10T12:45:00,45.0,60,810,0.9,0.2,primary,10.122
168577454_36240966,2025-09-10T12:45:00,48.8,60,11,0.86,0.2,primary,0.151
168581819_95637019,2025-09-10T12:45:00,47.4,60,720,0.84,0.2,primary,9.481
168581819_1598717904,2025-09-10T12:45:00,53.4,60,45,0.78,0.2,primary,0.665
168585503_1289576526,2025-09-10T12:45:00,36.5,50,16,0.85,0.2,secondary,0.166
1235946200_1598717989,2025-09-10T12:45:00,29.6,40,8061,0.81,0.2,tertiary,66.243
1235946200_1235946208,2025-09-10T12:45:00,22.6,40,36,0.86,0.2,tertiary,0.229
1235946207_5246332238,2025-09-10T12:45:00,37.0,50,24,0.92,0.2,secondary,0.243
1235946208_36240962,2025-09-10T12:45:00,23.9,40,14263,0.91,0.2,tertiary,94.629
1235946208_1235946200,2025-09-10T12:45:00,33.8,40,24,0.83,0.2,tertiary,0.229
1289576526_168577454,2025-09-10T12:45:00,31.4,50,24,0.83,0.2,secondary,0.209
1472121865_31700878,2025-09-10T12:45:00,45.4,60,11,0.88,0.2,primary,0.138
1472131511_3684154039,2025-09-10T12:45:00,42.7,60,19,0.93,0.2,primary,0.225
1472142462_1472121865,2025-09-10T12:45:00,40.3,60,47,0.76,0.2,primary,0.531
1480437223_5246332227,2025-09-10T12:45:00,40.0,50,4476,0.74,0.2,secondary,49.712
1598717904_168574117,2025-09-10T12:45:00,44.4,60,39,0.95,0.2,primary,0.483
1598717989_4742766612,2025-09-10T12:45:00,23.2,40,23,0.79,0.2,tertiary,0.15
1598717989_1235946200,2025-09-10T12:45:00,27.2,40,8766,0.85,0.2,tertiary,66.243
1598718049_2339926122,2025-09-10T12:45:00,36.6,50,5899,0.88,0.2,secondary,59.939
1652204774_6959043879,2025-09-10T12:45:00,40.6,60,9,0.93,0.2,primary,0.106
2339926111_2339926113,2025-09-10T12:45:00,36.9,50,7250,0.89,0.2,secondary,74.278
2339926113_31674708,2025-09-10T12:45:00,33.7,50,1168,0.91,0.2,secondary,10.95
2339926113_95636908,2025-09-10T12:45:00,44.2,60,19,0.86,0.2,primary,0.232
2339926116_2339926111,2025-09-10T12:45:00,32.6,50,23,0.8,0.2,secondary,0.211
2339926118_2339926116,2025-09-10T12:45:00,38.5,50,28,0.83,0.2,secondary,0.302
2339926122_35723968,2025-09-10T12:45:00,32.9,50,15,0.82,0.2,secondary,0.137
2339926123_2389029051,2025-09-10T12:45:00,38.5,50,13,0.82,0.2,secondary,0.142
2339926125_2339926123,2025-09-10T12:45:00,35.6,50,21,0.85,0.2,secondary,0.207
